global_id,task_id,original_local_path,original_local_filename,manifest_path,source_name_from_manifest,new_filename,infection_status,annotation_available,status,notes,ambiguity_reason
,8,original_data/task_8/data/КАА-Ж-2.jpg,КАА-Ж-2.jpg,original_data/task_8/data/manifest.jsonl,КАА-Ж-2,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,80,original_data/task_80/data/1742468149029.jpg,1742468149029.jpg,original_data/task_80/data/manifest.jsonl,1742468149029,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,81,original_data/task_81/data/1742468148982.jpg,1742468148982.jpg,original_data/task_81/data/manifest.jsonl,1742468148982,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,82,original_data/task_82/data/1742469313530.jpg,1742469313530.jpg,original_data/task_82/data/manifest.jsonl,1742469313530,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,83,original_data/task_83/data/11.04.2025.jpg,11.04.2025.jpg,original_data/task_83/data/manifest.jsonl,11.04.2025,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,83,original_data/task_83/data/14.04.2025.jpg,14.04.2025.jpg,original_data/task_83/data/manifest.jsonl,14.04.2025,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,83,original_data/task_83/data/Дубовенко 16.04.jpg,Дубовенко 16.04.jpg,original_data/task_83/data/manifest.jsonl,Дубовенко 16.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,83,original_data/task_83/data/Дубовенко 17.04.jpg,Дубовенко 17.04.jpg,original_data/task_83/data/manifest.jsonl,Дубовенко 17.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,86,original_data/task_86/data/IMG_20240703_123114.jpg,IMG_20240703_123114.jpg,original_data/task_86/data/manifest.jsonl,IMG_20240703_123114,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,87,original_data/task_87/data/1727023593287.jpg,1727023593287.jpg,original_data/task_87/data/manifest.jsonl,1727023593287,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,88,original_data/task_88/data/IMG_20240703_122521.jpg,IMG_20240703_122521.jpg,original_data/task_88/data/manifest.jsonl,IMG_20240703_122521,,ambiguous,True,ambiguous,Could not infer infection status: generic_pattern,generic_pattern
,9,original_data/task_9/data/1739189416219.jpg,1739189416219.jpg,original_data/task_9/data/manifest.jsonl,1739189416219,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,97,original_data/task_97/data/1742469313426.jpg,1742469313426.jpg,original_data/task_97/data/manifest.jsonl,1742469313426,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
,98,original_data/task_98/data/05.05.jpg,05.05.jpg,original_data/task_98/data/manifest.jsonl,05.05,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,98,original_data/task_98/data/28.04.jpg,28.04.jpg,original_data/task_98/data/manifest.jsonl,28.04,,ambiguous,True,ambiguous,Could not infer infection status: no_clinical_markers,no_clinical_markers
,99,original_data/task_99/data/1747636396580.jpg,1747636396580.jpg,original_data/task_99/data/manifest.jsonl,1747636396580,,ambiguous,True,ambiguous,Could not infer infection status: purely_numeric,purely_numeric
